;Nombre;Categoria;Subcategoria;Color;Precio;Venta;Tallas;Referencia;Otros
590;DORZA;Niño;DEPORTIVAS;blanco;33,50€;No;?;48145-C46583;Material principal:Sintetico$Altura:2 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Textil$Material de la planta:Sintético
591;MONDA;Niño;DEPORTIVAS;negro;35,99€;No;?;48151-C50205;Altura:2 cm
592;ANGIE;Niño;DEPORTIVAS;negro;35,99€;No;?;48154-C50151;Material principal:Sintetico$Altura:3 cm$Material de la suela:De goma$Tipo de tacón:Plano$Tipo de cierre:Cordones$Material del interior:Sintético$Material de la planta:Sintético$Tipo de puntera:Redonda
593;VELUS;Niño;BOTAS;marron;44,99€;No;?;48075-C27928;Material principal:Textil$Altura:2.50 cm
594;VELUS;Niño;BOTAS;negro;44,99€;No;?;48075-C27784;Material principal:Textil$Altura:2.50 cm
595;ALASKA;Niño;BOTINES;marron;42,99€;No;?;48085-C27928;Material principal:Textil$Altura:2 cm
596;ALASKA;Niño;BOTINES;negro;42,99€;No;?;48085-C47857;Altura:2 cm
597;ALBA;Niño;BOTINES;gris;29,99€;No;?;48107-C50231;Altura:1 cm
598;BUDY;Niño;BOTINES;camel;39,99€;No;?;47953-C50253;Altura:2.50 cm
599;JANA;Niño;BOTINES;plata;29,99€;No;?;48108-C50232;Altura:1 cm
600;LIA;Niño;BOTINES;burdeos;39,99€;No;?;48088-C12922;Material principal:Sintetico$Altura:4 cm
601;LIA;Niño;BOTINES;negro;39,99€;No;?;48088-C42697;Altura:4 cm
602;LOLITA;Niño;BOTINES;negro;33,50€;No;?;47713-C50243;Altura:2 cm
603;LOLITA;Niño;BOTINES;plata;33,50€;No;?;47713-C50255;Altura:2 cm
604;SHIEL;Niño;BOTINES;blanco;44,99€;No;?;47947-C50721;Altura:2 cm
605;ANGIE;Niño;DEPORTIVAS;azul;35,99€;No;?;48131V-C50148;Material principal:Textil$Altura:3 cm
606;ASI;Niño;DEPORTIVAS;blanco;33,50€;No;?;48141-C19667;Material principal:Sintetico$Altura:1 cm
607;CALIO;Niño;DEPORTIVAS;azul;39,99€;No;?;48121-C50238;Altura:2 cm
608;CALIO;Niño;DEPORTIVAS;negro;39,99€;No;?;48121-C50239;Altura:2 cm
609;GASI;Niño;DEPORTIVAS;blanco;29,99€;No;?;48137-C19667;Material principal:Sintetico$Altura:1 cm
610;GIEN;Niño;DEPORTIVAS;azul;35,99€;No;?;48131-C50148;Material principal:Textil$Altura:3 cm
611;GIEN;Niño;DEPORTIVAS;kaki;35,99€;No;?;48131-C50147;Material principal:Textil$Altura:3 cm
612;MARE;Niño;DEPORTIVAS;blanco;36,99€;No;?;48155-C43675;Material principal:Sintetico$Altura:3 cm
613;MARINA;Niño;DEPORTIVAS;negro;36,99€;No;?;48156-C50199;Altura:3 cm
614;MARINA;Niño;DEPORTIVAS;nude;36,99€;No;?;48156-C50200;Altura:3 cm
615;MENTA;Niño;DEPORTIVAS;azul;35,99€;No;?;48133-C50203;Altura:2 cm
616;MENTA;Niño;DEPORTIVAS;gris;35,99€;No;?;48132-C50204;Altura:2 cm
617;MENTA;Niño;DEPORTIVAS;gris;35,99€;No;?;48133-C50204;Altura:2 cm
618;MONDA;Niño;DEPORTIVAS;negro;35,99€;No;?;48150-C50205;Altura:2 cm
619;MONDA;Niño;DEPORTIVAS;nude;35,99€;No;?;48150-C50206;Altura:2 cm
620;RIZZY;Niño;DEPORTIVAS;azul;35,99€;No;?;48136-C50169;Altura:3 cm
621;RIZZY;Niño;DEPORTIVAS;kaki;35,99€;No;?;48136-C50168;Altura:3 cm
622;SIAGA;Niño;DEPORTIVAS;blanco;33,50€;No;?;48142-C19667;Material principal:Sintetico$Altura:1 cm
623;TAXI;Niño;DEPORTIVAS;camel;35,99€;No;?;48134-C50210;Altura:1.50 cm
